File Name,REGION,INST,UNDER 17,17,18,19,20,21,22,23,24,25,26-30,31-35,36-40,41-50,51-60,OVER 60,TOTAL,AVERAGE AGE,Validation Link
Inmate Characteristics Report FY 2018 Q4.pdf,THRESH,.,.,.,1,.,.,1,1,1,.,7,5,8,3,4,.,31,34.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b204a57866865106_3abff4f8a2b47ed6&schid=8036&row=16&page=1
Inmate Characteristics Report FY 2018 Q4.pdf,TOTAL TOTAL,. 3,. 10,. 55 155,2,4 197,2 282 366,4,3 445,5 528,7 618,33 3638,43 2954,41 2553,39 3539,13 2390,1 902,197 18635,35.8 38.0,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b204a57866865106_3abff4f8a2b47ed6&schid=8036&row=17&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,MCIH,.,.,1,4,6,9,9,4,13,19,88,94,95,138,99,48,627,40.7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,MCTC,.,.,10,19,45,56,75,78,111,108,604,446,361,485,307,119,2824,36.6,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,NBCI RCI,. .,. .,. 3,1 11,1 18,5 27,11 35,15 42,14 57,26 60,153 308,205 290,213 263,286 309,171 224,58 92,1159 1739,40.5 38.1,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,WCI TOTAL BCCC BCF,. . . .,. . . .,1 15 1 5,4 39 9 11,8 78 9 17,17 114 147 8 27,17 8 18,24 163 9 22,40 235 13 17,61 274 16 19,306 1459 91 131,252 1287 90 79,225 1157 61 69,328 1546 65 89,266 1067 46 63,124 441 4 16,1673 8022 430 583,40.1 38.5 35.0 34.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,CMCF,.,.,1,5,5,7,15,14,18,14,100,86,68,81,48,6,468,35.7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,DRCF,.,.,1,6,12,15,18,25,32,29,163,113,109,125,115,33,796,37.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,ECI-A,.,.,2,3,7,12,13,18,19,10,117,103,74,96,96,24,594,37.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,ECI-E,.,.,1,4,15,11,22,28,36,49,264,214,209,254,182,80,1369,38.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,ECI-W,.,.,1,15,16,24,36,32,37,43,334,218,163,237,128,40,1324,36.0,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,EPRU,.,.,.,1,1,4,3,6,4,5,33,39,24,24,20,3,167,36.1,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,JCI,.,.,3,5,10,14,21,28,31,45,234,221,195,355,280,134,1576,41.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=10&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,MCIJ,.,.,2,4,5,9,6,7,16,20,108,82,80,120,97,52,608,40.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,MCIW,.,.,.,1,3,10,10,18,18,26,166,147,99,150,92,23,763,37.6,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=12&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,MRDCC,.,.,2,8,14,16,12,25,13,26,98,69,60,67,27,3,440,33.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=13&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,SMPRU,.,.,.,3,1,2,3,2,1,7,24,22,22,34,16,6,143,37.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=14&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,TOTAL PATX-M PATX-F TOTAL,. . . .,. . . .,19 5 . 5,75 15 1 16,115 20 3 23,159 185 14 . 14,26 1 27,234 21 . 21,255 25 . 25,309 21 4 25,1863 186 11 197,1483 125 6 131,1233 113 8 121,1697 142 12 154,1210 78 7 85,424 26 1 27,9261 817 54 871,37.8 35.9 37.0 35.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=15&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,BCBIC,.,.,1,3,2,3,1,6,3,5,26,18,11,23,18,1,121,35.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=16&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,MTC YDC TOTAL,. 2 2,. 12 12,1 1 3,1 . 4,. . 2,6 . 9,1 . 2,. . 6,1 . 4,2 . 7,8 . 34,5 . 23,5 . 16,17 . 40,9 . 27,5 . 6,61 15 197,40.0 16.9 35.7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=17&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,CHDU THRESH TOTAL,. . .,. . .,. . .,2 1 3,2 . 2,3 . 3,4 . 4,. 2 2,5 1 6,7 1 8,29 4 33,34 4 38,34 5 39,33 4 37,10 5 15,2 . 2,165 27 192,36.0 36.3 36.0,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=18&page=1
Inmate Characteristics Report FY 2019 Q1.pdf,TOTAL,2,12,42 137,,220,299 365,,426,525,623,3586,2962,2566,3474,2404,900,18543,38.0,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=95c8062bb22f051a_3abff4f8a2b47ed6&schid=8036&row=19&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,MCIH,.,.,2,6,6,5,10,9,11,17,95,93,104,122,100,51,631,40.6,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,MCTC,.,.,9,18,39,61,71,91,95,121,596,471,377,481,293,126,2849,36.6,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,NBCI,.,.,.,1,1,4,12,22,24,26,185,220,230,300,184,60,1269,40.0,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,RCI,.,.,5,8,19,31,35,34,61,62,318,297,248,314,221,90,1743,38.0,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,WCI,.,.,.,3,3,13,18,11,28,52,258,226,212,301,242,118,1485,40.8,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,TOTAL,.,.,16,36,68,114 146,,167,219,278,1452,1307,1171,1518,1040,445,7977,38.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,BCCC,.,.,2,8,10,13,12,14,22,13,93,80,62,75,38,10,452,34.7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,BCF,.,.,2,13,14,18,14,17,20,16,98,61,63,63,55,20,474,35.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,CMCF,.,.,3,5,11,8,9,20,16,15,108,78,85,78,50,7,493,35.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,DRCF,.,.,2,4,11,16,18,27,31,36,162,133,91,139,125,29,824,37.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,ECI-A,.,.,6,3,7,10,10,20,19,12,107,100,62,94,94,22,566,37.7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=10&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,ECI-E ECI-W,. .,. .,1 .,7 15,17 17,16 14,18 36,28 33,29 34,42 39,267 318,215 224,225 162,253 232,180 131,82 47,1380 1302,38.8 36.4,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,EPRU,.,.,.,.,.,1,2,3,8,4,28,38,21,26,17,2,150,36.6,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=12&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,JCI,.,.,2,8,18,11,22,23,27,38,226,199,181,349,279,129,1512,41.7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=13&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,MCIJ,.,.,5,3,14,8,11,18,16,25,135,101,101,144,102,58,741,39.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=14&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,MCIW,.,.,.,3,6,7,9,17,21,26,154,135,99,148,85,24,734,37.6,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=15&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,MRDCC,.,.,1,10,8,12,19,17,8,21,83,60,40,58,35,5,377,33.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=16&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,SMPRU,.,.,.,.,1,4,4,4,3,7,30,26,19,33,17,7,155,37.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=17&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,TOTAL PATX-M PATX-F TOTAL,. . . .,. . . .,24 5 . 5,79 18 . 18,134 15 3 18,138 184 15 . 15,21 1 22,241 21 . 21,254 32 . 32,294 24 1 25,1809 193 11 204,1450 132 8 140,1211 116 8 124,1692 151 12 163,1208 92 6 98,442 29 1 30,9160 864 51 915,37.9 36.2 37.5 36.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=18&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,BCBIC MTC YDC TOTAL CHDU THRESH,. . 2 2 . .,. . 14 14 . .,. . . . . .,1 1 . 2 1 .,5 3 . 8 1 1,2 3 . 5 4 .,1 . . 1 2 1,5 3 . 8 4 .,3 . . 3 3 .,5 2 . 7 6 3,22 9 . 31 29 5,17 5 . 22 37 9,15 9 . 24 37 2,13 14 . 27 28 4,14 13 . 27 7 4,1 4 . 5 1 .,104 66 16 186 160 29,35.1 39.8 16.9 35.2 35.2 35.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=19&page=1
Inmate Characteristics Report FY 2019 Q2.pdf,TOTAL TOTAL,. 2,. 14,. 45 136,1,2 230,4 276 356,3,4 441,3 511,9 613,34 3530,46 2965,39 2569,32 3432,11 2384,1 923,189 18427,35.2 38.0,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cc5d69f56f3d41b8_3abff4f8a2b47ed6&schid=8036&row=20&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,MCIH MCTC,. .,. .,3 10,7 17,6 42,5 63,16 66,11 91,11 16 97 94,,114 612,92 471,91 401,117 480,100 53 303 133,642 2880,,40.0 36.7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,NBCI,.,.,.,2,1,4,10,22,22 24,,189,226,229,306,189 65,1289,,40.1,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,RCI,.,.,5,5,24,25,42,28,51 66,,307,308,242,308,231 98,1740,,38.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,WCI,.,.,.,3,2,8,14,11,11 35,232,,205,188,269,214 108,1300,,41.1,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,TOTAL BCCC BCF CMCF,. . . .,. . . .,18 7 2 1,34 5 6 8,75 8 14 4,105 15 9 12,148 15 4 12,163 192 23 2 12,235 17 18 10 10 14 17,1454,99 53 105,1302 78 30 83,1151 60 35 84,1480 1037 79 28 69,457 40 10 24 10 46,7851 474 237 8 475,,38.6 34.5 35.0 35.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,DRCF,.,.,3,5,10,21,21,33,33 41,,182,173,133,171,151 35,1012,,37.6,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,ECI-A,.,.,2,6,9,7,12,17,14 13,,103,102,66,91,90 24,556,,38.0,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,ECI-E,.,.,2,8,12,20,19,36,22 47,,249,218,215,257,183 85,1373,,39.0,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,ECI-W EPRU JCI MCIJ,. . . .,. . . .,1 . 1 2,16 . 6 7,17 1 16 11,22 . 11 12,28 2 21 18,36 3 18 17,32 43 7 33 44 19 23,3 232,320 30 145,234 33 198 112,150 23 178 97,235 26 353 146,127 45 29 277 130 104 56,1306 6 163 1518 769,,36.2 38.6 41.7 38.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,MCIW MRDCC SMPRU,. . .,. . .,. 3 .,5 12 1,7 10 1,4 8 1,11 10 6,15 20 5,20 24 13 20 2,6,160 103 42,133 84 24,91 54 17,145 51 34,83 24 43 15,722 7 438 5 159,,37.4 34.1 36.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,TOTAL,.,.,24,85,120,142,179,237 236,309,1823,,1502,1203,1685,1212 445,9202,,37.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=10&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,PATX-M,.,.,7,14,22,18,17,30,34 26,,183,134,120,152,99 34,890,,36.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,PATX-F TOTAL BCBIC MTC YDC,. . . . 3,. . . . 17,. 7 . . .,. 14 4 2 .,2 24 . . .,. 18 . 5 .,1 18 1 2 .,. 30 3 4 .,. 34 27 . 3 .,1 2 3 .,8 191 16 11 .,11 145 19 7 .,8 128 19 7 .,10 162 19 12 .,6 105 35 9 11 .,1 48 938 2 94 3 70 . 20,,37.8 36.4 37.2 36.8 16.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=12&page=1
Inmate Characteristics Report FY 2019 Q3.pdf,TOTAL CHDU THRESH TOTAL TOTAL,3 . . . 3,17 . . . 17,. . . . 49,6 2 . 2 141,. . . . 219,5 7 1 8 278,3 3 . 3 351,7 6 . 6 443 472,3 6 1 7 579,5 3 . 3 3529,27 27 7 34,26 20 8 28 3003,26 34 3 37 2545,31 20 5 25 3383 2388,20 9 5 14 944,5 184 2 139 . 30 2 169 18344,,34.8 34.8 36.8 35.1 38.1,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=5bb5c3cefc3e62e1_3abff4f8a2b47ed6&schid=8036&row=13&page=1
Inmate Characteristics Report FY 2019 Q4.pdf,MCIH,.,.,1,10,9,5,11,12,11 14,,104,101,92,127,104 54,655,,40.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2019 Q4.pdf,MCTC,.,.,10,22,39,57,74,95,84 99,,601,488,407,480,294 138,2888,,36.8,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2019 Q4.pdf,NBCI RCI,. .,. .,. 3,3 10,4 26,5 27,10 42,22 27,19 24 44 59,,186 312,227 302,234 247,307 293,192 64 240 101,1297 1733,,40.2 38.4,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2019 Q4.pdf,WCI,.,.,.,3,2,6,12,12,15 30,,237,195,188,271,206 118,1295,,41.3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2019 Q4.pdf,TOTAL BCCC BCF,. . .,. . .,14 4 2,48 7 3,80 5 5,100 13 6,149 14 7,168 173 17 4,226 15 17 12,1440 7,102 33,1313 86 25,1168 62 15,1478 1036 69 21,475 52 20,7868 9 472 7 167,,38.7 35.1 34.9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2019 Q4.pdf,CMCF,.,.,1,4,4,9,15,18,20 19,,108,90,86,75,45 10,504,,35.4,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2019 Q4.pdf,DRCF ECI-A,. .,. .,3 1,8 9,16 5,15 12,20 9,31 18,27 39 14 18,,190 106,184 105,150 79,176 103,149 40 92 27,1048 598,,37.6 38.1,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2019 Q4.pdf,ECI-E,.,.,3,7,10,17,24,26,32 42,,262,222,198,249,186 83,1361,,39.0,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2019 Q4.pdf,ECI-W EPRU JCI MCIJ MCIW MRDCC SMPRU TOTAL PATX-M,. . . . . . . . .,. . . . . . . . .,2 2 . 2 . 1 . 21 6,13 . 5 6 2 9 1 74 16,22 2 10 12 8 11 2 112 26,30 1 13 7 6 19 3 151 17,34 1 24 14 11 8 7 188 17,41 5 19 16 15 14 5 229 253 21,35 38 7 29 14 12 20 22 23 17 5 279 35 30,3 40 5 1799,322 31 231 156 149 71 38 179,243 34 194 103 132 44 27 1489 132,157 23 176 100 96 34 26 1202 141,209 27 353 150 139 48 34 1653 1192 143,129 41 32 273 136 97 53 78 26 20 19 445 106 34,1316 5 173 1503 742 704 4 323 4 176 9087 903,,35.7 38.3 41.9 39.1 37.5 32.5 36.3 37.9 36.5,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2019 Q4.pdf,PATX-F TOTAL BCBIC MTC YDC TOTAL CHDU,. . . . 4 4 .,. . . . 15 15 .,. 6 . . . . .,. 16 2 2 . 4 4,2 28 1 . . 1 1,. 17 1 . . 1 3,. 17 2 6 . 8 4,1 22 3 2 . 5 2,. 35 31 4 . . 4 9,1 3 . . 3 4,5 184 21 11 . 32 27,12 144 19 12 . 31 25,8 149 9 8 . 17 31,10 153 12 14 . 26 22,6 112 35 3 12 . 15 5,1 46 949 1 81 2 69 . 19 3 169 3 140,,38.4 36.6 33.0 38.5 16.8 33.4 34.4,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2019 Q4.pdf,THRESH,.,.,1,1,1,2,.,.,1,.,5,8,4,5,2,1 31,,35.0,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=9c1d93370aca5efb_3abff4f8a2b47ed6&schid=8036&row=10&page=1
